corp_code,종목코드
00390365,051360
00156600,198940
01309421,452160
00365934,089890
00755739,106240
00828789,128820
01112700,246250
00125576,033250
01203376,264450
00249502,035290
00145880,004020
01365384,379390
01591262,404950
00607496,452190
00129420,013700
00855163,134380
00788737,134060
00584362,081970
01023822,236340
00372688,057680
00229030,354320
01363818,330590
00965512,418420
00441304,078890
00619507,112290
01156795,296160
01497124,452300
00269852,041020
00115612,005960
00135917,000370
00472890,075970
00191588,023000
01060814,272550
01576713,396770
01012640,298830
00965318,274400
01760640,456490
00552859,115450
00456218,080160
01089855,220630
00480367,100090
00127255,003720
00531917,108230
00596677,093520
01450105,353490
01134216,417790
00115676,016380
01096341,225570
01631658,426670
00614593,137940
00910947,155900
00800084,900120
01505469,367360
00114552,002150
00116301,008260
00163318,006920
00117179,013570
00177320,036480
00121570,008420
00361381,054950
00142865,024070
00490151,091700
00958451,452280
00130772,034120
00138747,050860
00483735,076610
00359474,058420
00231105,033500
00670766,347890
00133991,019440
01030503,457550
01792825,471050
00260958,036030
01738483,457630
00143651,016880
00778235,246690
01207716,129890
01042775,204320
01350869,316140
00163512,002320
01493535,363260
00180795,023810
00524786,086670
00646732,100250
01335578,310200
01680131,447690
00564562,097520
01622720,432320
00874797,456700
01725160,455310
01526949,377400
00430089,070080
00398701,066970
00907013,152550
00105040,012340
00147772,045510
00152437,064820
00204226,032680
00243067,014470
00303192,066900
00353762,054780
00173999,024800
00348292,047080
00862312,105760
01700374,448370
00578130,149300
01060735,223220
00356389,035200
00365590,067630
00657756,135160
00418379,043910
00356927,054630
01023318,347000
01596665,409570
00309460,440290
00652007,241770
00769158,272110
00808068,138360
01108248,228760
00757816,149940
01263527,284620
00102113,012610
00145598,102460
00454399,080010
00542074,091970
01476219,355150
01043853,206400
00409672,084870
00425254,257990
00664048,115440
01652970,427950
00591441,102120
01158632,250030
00138057,004770
01053540,220100
00605328,264660
00109693,000210
00372253,115960
00598198,307930
00537337,092600
01797440,472230
01406618,335890
00468374,074600
00689418,111820
00260569,036200
01669226,451800
00159971,009440
01495180,388870
01357446,370090
01218299,448280
00923792,168330
01062177,225220
01787072,468760
00110431,067290
01791561,469900
01800285,473370
01097906,226360
00367710,111380
00479787,064290
00117744,000060
00104786,007120
00611912,125210
00101433,002100
00876209,208890
00188973,061250
00273420,047560
00411808,418550
01717170,452670
01293953,356890
00692254,114840
00351995,053050
00109824,006570
01462605,388050
00957373,168360
00126201,006660
00760999,263810
00271501,045970
00916516,189980
00111014,007640
00604028,376180
00159786,014830
00406392,138250
01705625,450050
01685251,451760
00638487,150900
00642897,099390
01632851,426550
00618401,114120
01702017,446070
00533191,082800
00913689,148150
01080687,227610
01237434,300080
00266961,035420
01188378,269620
00890388,138290
00578538,130740
00164876,003450
00610861,169670
01419384,343510
01700921,448740
00146436,067570
00531865,241690
01762569,457190
00122694,002410
00141556,039830
00544452,088260
00405719,052460
00455875,079000
00602279,186230
00624749,317830
00547583,086790
00261054,037370
00990563,242350
01514528,366330
01118139,336040
00149655,028260
01264872,303530
01042979,205470
00858364,138930
01318261,299170
01437858,363250
00161693,009240
00147994,042600
01524507,291810
00105280,005440
00230814,078590
00154426,003560
01242241,411080
00302078,050540
01398151,331520
00124780,014710
00139214,000810
00166500,010660
00787376,117580
01011872,238170
00990262,150440
00426086,069260
01135941,240810
00173351,032750
01221947,271780
00296324,051780
01515864,396270
01513404,372290
01676642,452430
01222867,216080
00165103,005670
01387164,378800
01336373,235980
01524118,417010
00121932,002840
00362858,053280
00525642,102940
00617998,234100
00869272,189860
00299002,060980
00356370,051900
00535676,089030
01016479,322310
01099667,217480
00664288,245030
00886792,162120
01033591,405100
00115472,002670
01110058,199730
00878696,326030
00231901,309960
01267170,285130
00155735,006140
00181943,025530
00450339,112240
00595191,093370
00120216,002550
00136271,011930
00426828,068100
00149239,018470
01498974,445680
00833064,259630
01328170,317860
01365038,389020
01231786,317770
01505450,367340
00612294,137400
00264547,035600
00104768,000500
00405278,046440
00118266,004840
01179608,256630
00382199,055550
00595182,158430
00626464,119850
01137903,290550
01442115,950200
01569102,388790
00167208,003280
00756163,206950
01528141,417200
00297961,043290
01147487,406820
01065679,215790
01705777,450410
00492706,109670
00150165,018290
01725577,455910
00390514,065440
00165060,013030
