corp_code,종목코드
00545716,089860
00767460,178920
00972503,271940
01047415,208140
01205842,267270
01205514,456190
00599595,126600
00104573,078130
01144569,257370
00521433,093510
01423837,288980
00571298,263600
00152729,017900
00765569,420770
00562360,097780
00693651,121800
00660459,247660
01383229,417840
00920379,356860
00105165,006250
00149594,023760
00170026,020710
00607797,224810
01187865,267810
00231707,032850
00360595,086280
00273439,041920
00403632,126560
01540815,415380
00364403,050890
00208444,031980
00161860,003680
01596656,408920
00480950,093230
00554024,091990
00148531,023440
00428251,069960
00135962,004970
01336461,348340
00187415,041960
00378220,066410
00447609,090460
00106119,001570
00108940,016710
00651017,293580
01583397,400560
01792791,469480
00120906,065420
00219848,035890
01205709,267250
00568188,098120
00140964,009970
00311270,216280
01364297,322780
01199550,322000
00543107,080580
00164502,170030
01010110,192080
01190513,267060
01721809,453340
00106669,001430
00160843,000990
00156895,027360
00380429,058820
01430475,357120
00138695,013340
01323032,381970
00173078,009900
00526678,099410
00459871,072710
00601988,402030
00573579,090080
00634728,092130
00861076,145270
00910840,192390
00442561,073540
00109781,017650
01223219,312610
01396676,333430
00361266,056000
01055317,215050
00173591,024830
00190321,030200
01344202,338220
00776820,111770
00599285,140070
00138367,023770
00867478,154030
00550994,099190
01566248,383310
01692321,446190
00107613,007660
00113225,084010
00118451,002690
00117708,012700
00261656,049550
00139454,018250
01546101,451220
00407771,073190
01475609,377190
00140779,014440
01534522,380320
00105138,033540
01187175,285770
01622331,424760
00922304,136410
00226352,032500
00925587,348350
01394669,332290
00872656,282720
00134565,015020
00125822,009620
00219361,034810
00228712,088910
00140858,007530
01781847,465320
01226234,338840
00667373,460930
01186671,281310
00136624,005800
01259232,285490
00248974,293480
00308896,068940
00413417,073560
00344287,042670
00624378,424980
00148610,003530
00222213,039870
00250614,054540
00330424,078020
01816268,478390
00495554,090740
00939942,189690
00230911,036640
00498001,101330
00397243,066350
00164609,010620
00842585,153460
00978075,179720
01150515,389260
00127954,051500
01442966,357430
01148909,284420
00117230,002900
00393469,065560
00442835,090370
00349732,052400
00341916,048260
00241236,037340
00447487,080220
00350048,052420
00337296,122830
01084364,208860
01818682,479880
00409140,088290
00450995,317850
00202060,053270
00161116,014790
01251489,300120
00838962,131370
00980043,148780
01011368,295310
00103121,017160
00103325,002540
01026157,403550
00114765,001620
01190568,278470
00625942,114810
00105244,002250
00106508,006070
00107923,001950
00110051,036490
00111227,006580
00264103,044770
00264839,039060
00132992,015750
00141273,010600
00153339,015890
00365457,089790
00660121,196490
01137383,293490
01284751,429270
01785700,467930
01672114,436610
00909835,351870
00117027,001780
00159874,009760
00111829,016890
00115427,004660
00116499,006600
00238977,134780
01212383,262760
00163716,005110
01014055,234300
01817081,475150
00544577,089970
01807729,475250
00645089,104200
00118460,019300
00120508,002270
00121251,028090
00127024,008720
00503899,079660
00110875,020180
01494118,376930
00132105,003940
00132114,014300
01018167,260490
00138376,041550
00139418,021570
01765265,460860
00149248,009380
00149840,005600
00151252,004530
01251577,290270
01815764,478110
00163682,008560
00154392,016570
00409681,067390
01845701,482520
00480756,096040
00120182,005940
00108490,048830
00150828,002780
00164779,000660
00260930,041510
00171636,004150
00306454,053300
00181712,034730
00632304,096760
00531829,179290
00198378,031390
00238199,067730
00259934,036000
01050738,304100
00159412,002300
00163044,003040
00164292,003900
00164362,008800
00208301,053440
00220446,054250
00653112,233190
00414850,094280
00874195,204990
01360875,360070
01658266,430230
00264671,039310
00945457,185490
01276594,293940
00115931,039840
00604268,262260
01169498,248020
00234449,054790
00126308,028050
00587925,142760
00536286,097800
00351375,060260
00163114,007860
00247939,037600
00923516,446540
01119387,241510
00475976,083640
00977641,149980
00988364,184230
00825223,126640
00148984,000480
00606293,130580
01798980,473050
00652423,101140
00248053,037640
00252658,046810
00127167,002810
01138993,278380
00542898,106080
00123143,003850
00857480,143240
00923826,178780
01468061,443250
00867034,176750
00101664,214390
00231691,032800
00249034,035430
00983040,180640
01510489,950210
01524093,375500
01596425,402340
01203507,299670
01232192,464280
00144021,008290
00656021,139050
00209780,029460
00297448,041590
01181515,290650
00390860,065150
01233465,303810
00404941,098070
00149804,002880
00265324,035760
01014657,138580
01658831,475830
01307335,366030
00352064,053160
00173069,011400
00402110,131090
01063237,222670
00136226,065350
00682992,298870
00454937,090410
00110547,003050
00562245,124560
01860010,332190
01201970,352770
01351080,358570
00245472,064760
00403793,301300
01113718,226950
00295370,039230
00323868,053580
00525864,237750
00603348,093320
00369107,082850
00643656,101730
00351579,049470
01667592,433530
01142260,460870
01022142,226590
01118643,238500
00258102,065060
00111689,009320
00125965,111870
00797364,119650
00130408,079650
01142400,164060
00364795,060300
00129235,004450
00112059,001290
01641600,475580
00471068,077360
01061558,213420
01064069,215480
01504211,462510
01605529,438700
00549891,214370
01492651,372320
00134510,033530
00585608,119860
01210066,377450
01803927,481070
00255105,038530
01572489,386580
00766106,105550
01204056,352820
00160588,000880
01559637,439580
00113562,000400
00226316,111110
00577380,138070
01814233,477380
00307028,053950
01594764,405640
01344363,323350
01072518,163430
01217014,290090
00263140,046400
01381984,357880
00160375,010640
00164788,012330
00216434,066360
00132868,011300
00119672,016740
00330044,050110
01583652,434480
01512575,384470
00190756,067900
01130885,266470
01376715,347850
01016309,457370
01074862,215200
00560982,086820
00124504,047050
00128032,000520
00145163,005690
00441243,093240
01281541,446440
00164742,005380
01867749,495810
01467336,368030
01814589,477760
00842619,141080
00112457,003310
00264255,043150
00269922,041830
00225706,234080
00557508,114090
01336735,327610
00681142,102280
01540453,445090
00257149,036180
00373021,073640
01866528,489210
01853214,487360
00173795,004080
00129013,011150
00135795,029530
00406329,038060
00161125,018880
00596260,079970
00138792,020560
00651901,298690
00136004,025870
00992543,225190
00490090,099750
01854408,487830
01620713,421800
01207901,466410
01847550,484130
00121039,017180
00458562,089530
00159731,019660
01616808,413600
01016886,308700
00159193,015760
00105271,002380
01259311,290720
01031229,219750
01384787,462870
00124090,007280
00123523,004650
00124197,003030
00264945,036800
00276834,052900
00307897,032710
00367844,317400
01194689,443060
00831428,131030
01205851,267260
00970453,214450
01236897,271980
01010642,144510
01217829,265740
01489648,357780
00108065,015540
00317210,043260
00971090,263540
00153278,019770
00493325,172670
01357765,348080
00111704,042660
00260408,036580
01182408,258790
01636565,474170
00405959,115570
00365989,070960
01621280,424140
01429220,452450
00351427,096250
00139834,064400
00415594,100130
00362238,079980
00441447,089150
00362441,307950
00489243,088130
00422895,067830
00495086,087600
01390344,329180
00611736,092870
01003040,192250
01091054,222420
01130849,290560
01807738,475240
01283974,451250
00364254,085810
00102432,013580
00110884,032790
01480780,400760
00230036,030350
00243979,084180
00360036,046310
00567897,389500
00610490,148140
00125150,005090
00154329,007980
00158325,030190
00256502,045660
00371485,089010
01353848,279060
01013694,211050
01159853,243070
01234507,267980
01310773,333620
01407158,333050
01462739,413640
01704680,476080
00386937,060000
01179866,398120
00292434,048530
00415327,072020
00415868,087010
00453929,078160
00765462,297090
00670340,112610
01624162,425290
00522007,110790
00583026,072770
01061497,214270
00239639,038500
00372873,058860
00532059,114450
00580199,086900
00877059,207940
00926522,191420
00977650,182400
01110678,263050
01114586,331920
01319899,302440
00102618,012200
00297095,051490
00384887,071670
01456011,376300
00145446,008250
00141246,016250
00203290,024720
00753643,109070
00441128,058220
01672053,436530
00104537,006050
00105855,010120
00143907,012620
00111421,005870
00185046,048550
00543204,078860
00918222,156100
01267602,287410
00391197,065650
00402989,069110
00113207,001440
00453488,145210
00657783,417970
01311310,382480
00112378,000040
00825959,126700
00144650,054930
00469799,074610
00299464,047820
00602136,104460
00814786,131100
00488989,078350
00172185,004270
01116265,140430
00203847,060480
00120571,005300
00220057,032620
00126380,005930
00220969,045060
00126566,012450
00225742,060370
00128980,010960
00236863,037440
00165413,011170
00313649,048410
00331016,064850
00231363,032640
00364740,100590
00274933,031440
00487546,076080
00303873,079160
00617314,219130
00657224,461300
00809429,123840
00866451,396470
01037542,222160
01335790,308080
01343665,327260
00215976,038340
01766167,458320
00450931,101970
00291231,052270
00161383,042700
00372129,079900
01012987,357580
00172680,005160
00117498,026890
00829380,128660
00104388,007690
00550082,210120
01344831,315640
00288343,065570
00198697,020760
00111999,003220
00870481,128540
01047169,208350
01078178,218410
01095722,222800
01288410,318160
01514005,355390
01538528,453860
01770203,462520
00481454,073240
00175623,050120
01138595,199480
00132202,086710
01139035,277880
01544468,456070
00367400,463480
01311408,450080
00113410,000120
00216762,045100
00131850,001510
00536523,090360
00660750,166090
01190780,266870
01208751,212710
00159005,002000
01866926,492220
01695498,419700
00534701,396300
00124540,047040
01872893,495900
01663055,430460
01784914,466100
00412597,057050
01257872,288620
01857991,489730
01761296,458610
01416235,950190
00232007,042940
00791209,118000
00153621,009310
00861720,181340
00503668,079550
01316245,298040
00783246,900070
01682740,442770
01701328,448760
00453442,059270
01370863,402490
01574760,393360
00528791,412540
00629212,131180
00111810,003090
00243988,033630
00229021,033230
00818472,160600
01259056,299910
00259545,123040
01208821,266350
00369569,050090
00118804,005290
00358271,056190
01359815,320000
01480708,376270
00159209,052690
00868705,136540
00104519,001140
00821607,123750
00155124,010770
00527491,101670
00244455,033780
00227333,033640
00258801,035720
00261443,036570
00349097,053210
00297989,046120
00357360,069640
00338170,452400
00390055,063160
00427483,069620
00397191,068050
00445054,067310
00131780,001740
01854763,487570
00155638,002230
01276901,291230
01302853,368600
01573284,391710
01804476,474490
00138206,012650
00280688,046140
00155319,005490
00157681,004000
00234412,031430
00939687,163560
00407294,088340
00108241,004370
00453284,339770
00540641,084670
00684802,244920
00872984,139480
01385050,389650
00181934,051310
01588189,475400
01090471,222080
00370918,221980
00663669,114630
00385336,064240
00217947,034300
00672603,199430
00820352,131760
00113191,003690
00103644,042370
00126487,007700
00141389,036560
00339072,054300
00219486,035510
00608699,134580
01568413,383220
01880801,415640
01286476,474610
00105101,015360
00207375,054670
00605124,117670
01765256,460850
01519790,484870
00623184,192410
01516766,469750
00527011,376190
00132725,003080
00137207,011330
00249441,066790
00674498,121440
01136001,286750
01391103,337930
00125664,012210
01507810,390110
00878517,224020
01276026,314130
01358463,319400
01368354,330860
01435489,382900
00311216,044990
01270749,289930
00132211,002820
01011526,348370
01817610,478780
00122056,003650
01337017,341310
00164308,010090
00152385,007460
01085026,240600
01186404,263720
00567222,101170
00816696,136660
00310156,049180
00929228,224760
01747977,489500
01671601,446600
00361008,082740
00763701,234340
00156859,030210
00166175,021040
01082348,226400
00138321,008670
00103130,009810
00877174,169330
01299203,453450
00119007,009580
00121507,001810
00133706,027970
01373709,456010
00156956,034950
00304401,047730
01075126,223310
00116408,025950
00232821,036170
01089350,220260
00348788,053200
00134723,001020
00136086,009200
00317681,059210
00326731,064550
00349060,042520
00447007,260660
00608440,340570
00767628,138610
00956028,950130
00971726,153710
01063954,253840
01118281,304840
00226547,053980
01161432,199550
01784394,465770
00108038,004250
00228059,084110
00113535,005880
00242934,083550
00117212,000150
00261373,038290
00117337,001520
00127857,002450
00305941,145170
01152470,263750
00102751,002140
00303703,065770
01569838,388800
01700587,462350
00247975,036830
00362292,060590
00888347,145020
01663639,430700
01253636,435570
00403766,062970
01035678,193250
01275489,308430
00164478,000720
00291860,044060
00392691,064800
00406037,083660
00962393,318020
00764807,183410
00977696,194510
00158909,004940
00763358,136510
01801822,473950
00109754,005750
00265041,036670
00141529,007310
00168331,005320
01190124,279600
00521390,144960
00878915,139130
00136642,019590
00263654,039200
00407036,067370
00919966,215600
00983916,187420
00138224,003410
00569691,092070
01877126,487720
00256955,055490
00128412,005500
00144395,026960
00155531,005810
00164973,001450
00540605,084680
00583442,090350
00128607,024950
00526872,086890
00580667,091340
00606770,094850
01592049,455900
01703849,473980
00172945,023790
00991225,302920
00536541,086520
01882845,499790
00492353,170790
00374738,065370
01817249,477470
01514227,458870
01250374,275630
00353230,060910
00541437,104540
01182550,245620
01547933,351020
00327396,082210
00193328,126720
00295857,046070
01051472,229000
00688996,105560
00296078,054620
00871833,237690
00353018,058530
01686427,464080
00554352,175250
00110750,019570
01412938,322190
01113754,241790
00151128,009680
01586172,400840
01834194,481890
01229240,296520
01675014,438220
01845534,482690
01445440,459100
01498576,389680
00111838,007680
00155355,017810
00561866,115390
00300405,065500
00164672,006390
00384717,065170
00347734,051630
00150439,003780
00238782,032190
00112998,031210
00277736,046110
00661847,133820
00904672,251270
01105153,454910
00416414,089140
00960641,168490
00442570,079370
00447575,204270
01579020,456570
00480783,091580
00535746,063080
01326792,307870
00156150,019490
01590528,450950
01455492,373160
00475718,083470
01217865,377220
00526599,145720
00925374,372170
00961507,258610
01612608,419270
01678312,460470
01319808,300720
01873272,489480
00565215,243870
01374717,475460
01872219,493790
00186799,044490
00965813,201490
00874937,180060
01168143,900280
00125080,006840
00486705,139990
00238001,033560
01706794,464500
01619513,422040
01046391,217330
01037214,256940
01047707,208710
00122472,001340
00321204,076340
00527002,127980
01466832,403360
01492217,373110
00173698,002700
01020524,234920
00161408,021960
00112004,003190
00103510,023800
00100601,114190
00114792,001230
00109268,048470
00135999,001000
00406046,071970
00536329,106520
00363510,060230
01458161,484810
00126186,018260
00126362,006400
00107987,025860
00863533,482630
00223762,043610
00109806,004440
01526806,419050
01688896,448730
00319272,458650
01854392,488060
00958327,382800
00145862,034590
01110076,230980
00186452,029480
00976615,217880
00172079,046210
00156442,004590
00180263,016100
00206686,042040
00216647,030530
00222435,033050
00267854,014100
00346407,040350
00356839,054180
01728167,462980
00652159,144620
01881800,498390
00486875,103840
00525679,085660
00530413,224060
00657002,200710
00683469,103590
00117276,007390
01042711,204620
00159740,001940
00112332,085620
00139153,038110
00141671,010470
00149354,001630
00158024,024840
00152862,002020
00153861,009410
01042359,204840
00357740,060250
00377018,049080
00384762,065690
00466428,074430
00608802,200230
00667425,200470
00838005,178320
00129509,014130
01372782,356680
00125530,005610
00384948,290380
00962922,222110
01453944,457600
00223513,033320
00121534,023150
00366845,065130
00126292,029780
00659161,160980
01236532,273060
00133858,004490
00137252,008040
01796858,472220
00140177,007070
01813377,477340
00150633,013890
00556907,088800
00560122,091440
00579999,098460
00585538,095910
00659684,174880
00665676,127710
00666204,217190
00799539,122310
00915508,148250
01105621,227950
01112889,239890
01124680,250000
01215618,273640
01309795,297570
00355089,045340
00958664,162300
00158307,071840
00140168,035000
01262458,282690
00199076,032960
01258428,334970
01290248,276040
01423916,382150
01444380,355690
01472930,417860
01579570,418250
00820389,214870
01093007,229640
01203808,265520
01616482,418210
00765897,448900
00350312,039570
00301112,046390
01408999,336060
01023211,209640
01135057,234690
00155258,058430
00155276,003670
00204208,027740
00377610,058650
01032413,195870
01316254,298050
00927558,206650
01436628,350520
00414540,114920
00475985,048870
00476498,078340
00492894,082270
00574611,099220
00613318,122870
00870065,177900
00127699,064510
01511558,950220
00638539,126870
01363924,331660
00101752,025880
00107598,003920
00120924,005990
01563922,413390
00116268,002210
00972293,208340
00104120,026910
00141404,006740
00415646,192650
00474588,107640
01819867,478440
00423609,068870
01584183,432720
00113234,001790
00140566,002680
00113243,001130
00162911,005860
00121941,001680
00192499,027710
00126955,003230
00241209,033200
00242378,035810
00130879,004410
00364467,060570
00370006,052220
00142661,006980
01226270,352090
00156691,005430
00158149,002960
00620558,195990
00303794,086980
00875307,255440
00127158,004920
00144720,011690
00260356,008270
00220622,065710
00442455,082660
00390903,065680
00446831,084450
00149646,024110
00361169,041460
01714997,481850
01689035,452200
00681373,197140
00127802,004380
01353024,317240
01555215,424960
01137860,479960
00445841,086960
00446479,070480
00370255,064520
00128971,001880
00917861,192440
00103635,014200
00298447,052710
01025644,217730
00876908,118990
00863038,313760
00201450,068400
00139889,011790
01366000,323280
00762377,103660
00409788,083650
00291152,041500
01492688,362990
01841635,482680
01153105,318410
00816933,285800
00149345,002600
00449254,099320
00545734,092040
00560849,260970
00428321,101530
00397252,067000
01034730,215570
00435969,071200
01035942,233250
01604371,415580
00108913,019680
00206659,054210
00254045,000030
01406265,432430
00929778,199870
01117918,258250
01168684,253450
01318933,303030
00576798,110990
00592653,089850
00116824,000640
00104102,010050
00440712,073570
00956930,170900
00627029,099520
01601222,413630
00301015,044070
00301626,057330
00299844,254490
00650771,160190
00579139,222980
00635134,097950
00855093,136490
00811372,194700
00896285,145990
00986898,318010
01167056,248170
01205329,264900
01068737,357230
01238169,271560
01071944,218150
01258507,280360
01214248,270870
00445869,121060
00523176,086220
01613281,418170
01632912,476060
00876166,318000
00101488,009450
00108001,091590
00107066,001260
00136165,013810
00137915,007820
00112651,012800
00158565,017890
00118026,006040
00184667,023410
00200910,031310
00123541,000890
00125521,005850
00318316,045390
00131832,006120
00329093,047770
00389998,066980
00132637,014820
00528515,092460
00145190,003460
01851650,486630
00605522,290690
00910202,178600
00103626,010420
00317089,066930
00442154,126880
01085187,236030
01243161,277410
01276327,299900
01453670,353190
01480568,353810
01491607,368970
00101549,011040
00103015,014570
00104722,002720
00113128,023910
00114686,006620
00114808,086450
01020843,217820
00455981,080000
00540863,083450
00146232,013360
00541163,091120
00148896,010060
00545929,095700
00156488,005010
00614478,200670
00656289,222040
00160047,000240
00799177,122350
00160302,005420
00161426,008930
00991298,189330
00163761,009460
01031502,196450
00164636,012630
01032583,198440
00164645,011200
00106614,092440
00557933,088790
01663569,450330
01018617,200580
00369213,039980
01110182,246960
00116426,009730
00122551,035150
00140946,009180
00139205,001540
00141477,012160
00349811,052300
00534598,372910
01060744,213500
00815095,153490
01187148,263700
00329084,047940
00334493,050470
00334615,038710
00349787,054020
00577016,050960
00123718,003000
00126414,001360
00126788,009300
00128546,000250
00129679,006280
00131018,018680
00135050,004720
00136448,002800
00137058,012790
00137359,019170
00141149,003520
00144818,000220
00146083,000230
00149947,001060
00150536,007370
00158963,033270
00161046,002390
00442631,116100
00111111,009190
00681249,115480
01038693,203650
00167192,005720
00173874,002350
01068658,217620
00178754,028100
01098792,226340
00233653,034830
00241005,138490
01181807,308100
00357935,089470
01189438,278650
00365387,095570
01201590,270660
00759513,108670
01211232,282880
00795135,120110
00854997,137310
00157399,004710
00549925,085370
00308559,080530
00653103,151910
01258020,304360
00261887,062860
00356158,053330
01605282,464580
00162586,009420
00164706,004310
00166573,016580
00187770,032300
00210740,067080
00216027,053030
00231831,034940
00256043,200780
00533809,354390
00541349,068760
00765851,330350
00828497,128940
00359395,084990
01405451,347860
00585219,091090
01091382,222810
01601286,412930
01718407,478560
00937324,161390
01245062,950160
01108099,227840
01275665,302550
01310269,294870
01712485,450140
00537221,216400
00580065,101160
00109019,005270
00111847,000430
00121969,023960
00516246,096610
01290381,347740
00501970,078940
00446901,126730
01798722,473000
00989664,166480
00992871,185750
01012066,195940
01168383,249420
00148832,006220
00173449,044480
01288827,403870
00115977,010780
00102353,024910
00117300,002710
00109310,008830
00140131,020120
00128111,009520
00130763,046890
00219574,044820
00153375,023160
00450010,308170
00156910,019550
00589127,092220
01009789,192820
00397289,067170
01412725,336260
00488402,092190
00463342,041910
00245898,050320
01688346,444920
01690235,446150
01701753,449020
01706819,450940
00668965,311320
01573974,391060
01722437,452260
00936787,161000
00249894,066700
01165155,250060
00113261,010170
00184889,039020
00390408,064090
00142713,011080
00899556,147830
01719105,452980
01807747,474930
01809569,474660
00188122,036280
01412822,336370
00109453,067250
00113492,004540
00111218,044180
00117966,013120
00122481,014580
01109937,246710
01274329,365340
00683007,070300
00653194,109960
00146454,007570
01518506,476710
00162072,011700
01689266,431190
00413046,068270
00134176,013000
00121154,009780
00122205,018700
00126937,000070
00131197,021050
00130587,027040
00141307,000670
00158219,033170
00205003,033340
00157991,004090
00163673,003480
00259590,035620
00171265,034230
00262266,437730
00174527,002460
00267906,019010
00203315,036420
01008762,194480
00151447,001490
00199252,028300
00175173,031510
00253985,066620
00263371,039340
00126779,006110
00138516,008700
00664853,137950
00191472,025000
00788773,096530
01582228,397880
01553129,420570
00367376,064060
00104856,016360
00105961,011070
00126256,032830
00415707,069410
00126478,010140
00470829,070590
00136378,004170
00137997,001500
00158501,012750
00166519,000850
00508274,081000
01663116,163280
00400121,069330
00166333,086250
00819374,190510
00296290,039490
01226410,352480
01109070,238200
01593242,406760
01073261,240550
00144243,018000
00148470,199820
01436558,404990
00506294,079940
00103006,002240
00103176,000540
00105466,021320
00109037,027830
00113614,016090
00525934,108320
00124106,005280
00146861,033240
00155948,033290
00317104,171120
00210856,071950
00346610,056090
00372226,131290
00361488,078000
00372882,058850
00399694,067160
00628189,095720
00407814,083790
00838500,900140
00852087,134790
00486370,080470
01210677,480370
00494476,088390
01497869,363280
00535481,109610
00540447,086390
01493793,360350
01448544,471820
00103592,009290
00355548,053590
01575361,267080
01114559,286000
00117188,004800
00117601,003470
00158015,025550
00118044,030720
00169215,019990
00187725,015710
00131939,007610
00146296,007110
00159573,000970
00162063,004960
00246620,039420
00101257,000800
00477257,078650
00273615,030790
01128622,239340
00129642,041650
00137368,002870
00781202,900100
00547510,199800
01188730,260870
00572905,095340
00573269,096630
00615723,123010
00657987,122450
00675594,187220
00942131,238090
00983934,289010
01109539,232140
01210190,348030
01217795,432980
01237540,272290
01390399,328380
00198192,037230
00120526,023530
00205687,032860
00367604,063440
00125743,004560
00656951,090850
00130684,017390
00815767,123420
00155212,022100
01027828,445180
00164830,009540
00250137,065530
00305668,075180
00458234,267850
00261957,039740
00520887,100220
00269889,040160
00633835,097230
00408336,062580
01649620,331740
01263022,282330
00219097,027410
00385363,065450
00119195,000020
00265421,037330
01159233,248070
00914341,309710
00106623,011210
00172228,085310
00204642,033830
00288495,060560
00568461,225530
00938688,950110
00104810,007720
00125974,001470
00201432,054220
00317487,043220
00548519,086460
00375931,060150
00642541,127120
00761183,416180
00814582,336680
00885906,148930
01089378,219550
01182259,314140
01397903,354200
01419205,460940
00141875,006090
00151605,013720
01885222,0030R0
00353610,053350
00618410,101000
01267967,305090
01696451,442310
01677678,440790
00140061,022220
01867758,489790
00693554,104480
00169048,003580
01326279,307180
00182696,439260
01293485,381620
01534577,362320
00609634,101390
00336817,047920
00113544,003830
00143226,033310
00145738,024810
00124799,007160
00146427,058450
00126089,000300
00152127,036710
00153393,003240
00176835,054050
00260657,036220
00264714,040610
00268002,036630
00276083,033790
00666329,176590
00346911,052770
00366137,151860
00373571,060240
01413371,343090
01497373,461030
01594791,459510
00152589,027050
00445160,079810
00497631,081150
00874803,211270
00875237,352700
01175499,377460
01311055,294570
01327746,310210
01381391,443670
01506617,394800
01806951,472850
01325979,306200
00366438,062040
00244561,035080
01015160,332570
01109122,258540
01436479,393210
01455410,387570
01508855,369370
00563837,159580
00911955,226320
00138190,001250
01063884,215090
00371740,066670
01153293,322510
00148276,030000
01336762,347700
01671197,435870
00106881,014990
01731453,456440
01157846,188040
01380578,484120
01182240,267790
00162461,009830
01405585,335870
01782004,380550
00442905,104040
00110060,026970
01649204,483650
00137289,041520
01065013,215380
01140837,377330
01516890,418620
01049167,214610
01335453,309930
01689336,445360
01708163,475230
00200275,040300
00381756,125020
01688568,468530
01454341,367000
00428729,069460
00945208,161570
00109189,008060
01587056,419080
01902990,0037T0
00340917,049770
00159810,006380
00362122,137080
00360142,122900
01670675,435380
01341630,296640
00609315,096640
00624518,154040
00151863,012600
01041828,950170
00115694,016610
00138242,003620
01299106,403490
00204323,475430
01513699,389140
01593668,321370
00356802,060280
00162081,019560
00105873,034220
00136925,017000
00117267,082640
00367482,069540
00309503,047810
00526951,095190
00876865,212560
00135111,017550
00677334,102950
01207761,227100
00631518,096770
01573336,475960
01875146,496070
01035289,204210
00119140,143210
00556712,238490
01514698,373200
01185867,341170
00300557,071460
00408956,072520
00876643,198080
01675421,439730
01675227,439250
01335930,321550
00816544,214420
00100957,012720
00151298,069730
00136101,021880
00378363,060310
01440153,351320
01261893,281820
00141626,002630
01639508,463020
00173102,012690
01386916,361610
00268251,039560
00874168,234030
00109514,004870
01810796,476470
01678835,442130
01467503,462310
00124726,005180
01284876,465480
00136721,001720
01575839,405000
00252269,038880
00264635,038680
01590980,444530
01352575,289170
00351454,043090
01185566,263920
00945776,289860
01246034,290660
01693922,446840
01910324,0041B0
01577952,456160
00195229,081660
00177870,096350
00260745,036120
00620868,124500
01230255,276730
01393721,331380
00406222,081180
00679314,102260
00318662,056730
00808086,196300
01157235,246720
01256864,298380
01315042,340810
00101336,008020
01274310,294090
00149266,023460
00146214,003120
00252135,036930
01036367,203690
01814312,477530
01307593,364950
00563545,131970
00444329,112040
01011395,294140
00112907,026870
01760738,456040
00306870,066910
00602172,251370
01108442,230240
01344336,226330
01409095,377030
00164618,016790
01110474,298060
01677429,440820
01109690,227420
00728638,105630
01101722,226440
00162416,001750
01384477,323230
00157104,008110
00370200,066430
00968607,475560
01764099,474650
00671376,091810
00410739,057880
00426068,069920
01702424,448830
01221752,388610
01375822,397030
00122825,006490
00220109,043100
01428203,344820
00361725,066270
00232089,032980
01011438,239610
01049422,208640
00113058,088350
01906598,0041L0
00339391,272210
00983271,181710
00148540,001040
00513948,142280
00385415,068330
00101044,003060
00129411,000360
00127042,002170
00305570,043710
00442826,078140
00186559,031820
00166227,006060
00180865,031860
01416642,340360
01290132,311960
01467451,418470
01335143,376900
01222113,450520
01383779,475660
00103662,017040
00124805,007330
00117726,092780
00185505,052670
00154462,002790
00363769,063570
00408266,203450
00486097,089600
00624509,187870
01085442,212310
00138303,010280
00347716,051980
00661157,150840
00990819,200350
01309388,322180
01751448,457390
00146542,008500
01116502,321820
01335851,323990
00209443,033660
00957568,214310
01267958,303360
00120030,006360
01042429,205500
01030132,192520
01160363,247540
01767494,462020
01884065,0004Y0
01906552,0041J0
00155586,024850
00896753,159910
01136977,439090
01657197,489460
00293886,044340
01070149,244460
01374443,287840
01152586,388720
01675254,439410
01516456,389470
00480048,080420
00108746,015590
01027794,251630
01262032,286940
01029394,230360
01203659,424870
01602638,430690
01674538,437780
01669475,435620
01563667,462860
01182444,268600
01332137,283100
01182578,290120
00541862,202960
01674468,438580
01432598,340450
00197476,029960
00110583,025440
00813389,177350
01219155,311390
01786514,468510
01638387,455180
00136095,031920
01586455,407400
00114154,024900
01515323,373220
01109715,241520
00545114,084650
01309069,346010
01549472,393970
01506990,380540
00362201,100700
01067808,217270
01199727,252990
01409022,187660
01689938,445970
00102858,010130
00862880,107600
01267550,288490
01113499,232830
00488244,136150
01626391,476040
00861997,175140
00118521,011000
01228515,270520
00136776,025620
01227039,288330
00159500,023350
00532855,080720
00959229,258830
00307189,057500
